concept,category,question,label,predicted,correct
penguin,breakfast food,Is a penguin a breakfast food? Answer only in yes or no.,No,yes,False
penguin,animal,Is a penguin an animal? Answer only in yes or no.,Yes,yes,True
penguin,clothing,Is a penguin a clothing? Answer only in yes or no.,No,no,True
penlight,lighting,Is a penlight a lighting? Answer only in yes or no.,Yes,yes,True
penlight,condiment,Is a penlight a condiment? Answer only in yes or no.,No,no,True
penlight,medical equipment,Is a penlight a medical equipment? Answer only in yes or no.,Yes,yes,True
penlight,dessert,Is a penlight a dessert? Answer only in yes or no.,No,no,True
penlight,tool,Is a penlight a tool? Answer only in yes or no.,Yes,yes,True
penlight,arts and crafts supply,Is a penlight an arts and crafts supply? Answer only in yes or no.,No,yes,False
pepper_mill,kitchen tool,Is a pepper mill a kitchen tool? Answer only in yes or no.,Yes,yes,True
pepper_mill,toy,Is a pepper mill a toy? Answer only in yes or no.,No,no,True
peppermint,food,Is a peppermint a food? Answer only in yes or no.,Yes,yes,True
peppermint,furniture,Is a peppermint a furniture? Answer only in yes or no.,No,no,True
peppermint,candy,Is a peppermint a candy? Answer only in yes or no.,Yes,yes,True
peppermint,drink,Is a peppermint a drink? Answer only in yes or no.,No,yes,False
perfume,personal hygiene item,Is a perfume a personal hygiene item? Answer only in yes or no.,Yes,no,False
perfume,body part,Is a perfume a body part? Answer only in yes or no.,No,yes,False
petri_dish,scientific equipment,Is a petri dish a scientific equipment? Answer only in yes or no.,Yes,yes,True
petri_dish,jewelry,Is a petri dish a jewelry? Answer only in yes or no.,No,no,True
petri_dish,container,Is a petri dish a container? Answer only in yes or no.,Yes,yes,True
petri_dish,condiment,Is a petri dish a condiment? Answer only in yes or no.,No,no,True
pheasant,bird,Is a pheasant a bird? Answer only in yes or no.,Yes,yes,True
pheasant,footwear,Is a pheasant a footwear? Answer only in yes or no.,No,no,True
pheasant,animal,Is a pheasant an animal? Answer only in yes or no.,Yes,yes,True
pheasant,vegetable,Is a pheasant a vegetable? Answer only in yes or no.,No,no,True
piano,musical instrument,Is a piano a musical instrument? Answer only in yes or no.,Yes,yes,True
piano,farm animal,Is a piano a farm animal? Answer only in yes or no.,No,no,True
pickax,tool,Is a pickax a tool? Answer only in yes or no.,Yes,yes,True
pickax,fastener,Is a pickax a fastener? Answer only in yes or no.,No,yes,False
pickax,hardware,Is a pickax a hardware? Answer only in yes or no.,Yes,yes,True
pickax,sports equipment,Is a pickax a sports equipment? Answer only in yes or no.,No,yes,False
pickax,garden tool,Is a pickax a garden tool? Answer only in yes or no.,Yes,yes,True
pickax,home decor,Is a pickax a home decor? Answer only in yes or no.,No,yes,False
pickax,weapon,Is a pickax a weapon? Answer only in yes or no.,Yes,yes,True
pickax,watercraft,Is a pickax a watercraft? Answer only in yes or no.,No,no,True
pickle,food,Is a pickle a food? Answer only in yes or no.,Yes,yes,True
pickle,school supply,Is a pickle a school supply? Answer only in yes or no.,No,yes,False
pie,food,Is a pie a food? Answer only in yes or no.,Yes,yes,True
pie,office supply,Is a pie an office supply? Answer only in yes or no.,No,no,True
pie,dessert,Is a pie a dessert? Answer only in yes or no.,Yes,yes,True
pie,mammal,Is a pie a mammal? Answer only in yes or no.,No,no,True
piecrust,food,Is a piecrust a food? Answer only in yes or no.,Yes,yes,True
piecrust,drink,Is a piecrust a drink? Answer only in yes or no.,No,no,True
pig,food,Is a pig a food? Answer only in yes or no.,Yes,yes,True
pig,drink,Is a pig a drink? Answer only in yes or no.,No,no,True
pig,mammal,Is a pig a mammal? Answer only in yes or no.,Yes,yes,True
pig,lighting,Is a pig a lighting? Answer only in yes or no.,No,no,True
pig,animal,Is a pig an animal? Answer only in yes or no.,Yes,yes,True
pig,office supply,Is a pig an office supply? Answer only in yes or no.,No,no,True
pig,farm animal,Is a pig a farm animal? Answer only in yes or no.,Yes,yes,True
pig,home appliance,Is a pig a home appliance? Answer only in yes or no.,No,no,True
pigeon,bird,Is a pigeon a bird? Answer only in yes or no.,Yes,yes,True
pigeon,sports equipment,Is a pigeon a sports equipment? Answer only in yes or no.,No,yes,False
pigeon,animal,Is a pigeon an animal? Answer only in yes or no.,Yes,yes,True
pigeon,seafood,Is a pigeon a seafood? Answer only in yes or no.,No,no,True
piggy_bank,container,Is a piggy bank a container? Answer only in yes or no.,Yes,yes,True
piggy_bank,women's clothing,Is a piggy bank a women's clothing? Answer only in yes or no.,No,no,True
piglet,mammal,Is a piglet a mammal? Answer only in yes or no.,Yes,yes,True
piglet,hardware,Is a piglet a hardware? Answer only in yes or no.,No,no,True
piglet,animal,Is a piglet an animal? Answer only in yes or no.,Yes,yes,True
piglet,medical equipment,Is a piglet a medical equipment? Answer only in yes or no.,No,no,True
piglet,farm animal,Is a piglet a farm animal? Answer only in yes or no.,Yes,yes,True
piglet,sea animal,Is a piglet a sea animal? Answer only in yes or no.,No,no,True
pillbox,medical equipment,Is a pillbox a medical equipment? Answer only in yes or no.,Yes,yes,True
pillbox,insect,Is a pillbox an insect? Answer only in yes or no.,No,no,True
pillbox,container,Is a pillbox a container? Answer only in yes or no.,Yes,yes,True
pillbox,drink,Is a pillbox a drink? Answer only in yes or no.,No,no,True
pillow,home decor,Is a pillow a home decor? Answer only in yes or no.,Yes,yes,True
pillow,furniture,Is a pillow a furniture? Answer only in yes or no.,No,yes,False
pin,arts and crafts supply,Is a pin an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pin,bird,Is a pin a bird? Answer only in yes or no.,No,yes,False
pin,tool,Is a pin a tool? Answer only in yes or no.,Yes,yes,True
pin,animal,Is a pin an animal? Answer only in yes or no.,No,no,True
pin,fastener,Is a pin a fastener? Answer only in yes or no.,Yes,yes,True
pin,kitchen appliance,Is a pin a kitchen appliance? Answer only in yes or no.,No,yes,False
pinball,game,Is a pinball a game? Answer only in yes or no.,Yes,yes,True
pinball,part of car,Is a pinball a part of car? Answer only in yes or no.,No,no,True
pinball,electronic device,Is a pinball an electronic device? Answer only in yes or no.,Yes,yes,True
pinball,jewelry,Is a pinball a jewelry? Answer only in yes or no.,No,no,True
pincushion,arts and crafts supply,Is a pincushion an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pincushion,sports equipment,Is a pincushion a sports equipment? Answer only in yes or no.,No,yes,False
pine_tree,plant,Is a pine tree a plant? Answer only in yes or no.,Yes,yes,True
pine_tree,kitchen tool,Is a pine tree a kitchen tool? Answer only in yes or no.,No,no,True
pineapple,food,Is a pineapple a food? Answer only in yes or no.,Yes,yes,True
pineapple,protective clothing,Is a pineapple a protective clothing? Answer only in yes or no.,No,no,True
pineapple,fruit,Is a pineapple a fruit? Answer only in yes or no.,Yes,yes,True
pineapple,school supply,Is a pineapple a school supply? Answer only in yes or no.,No,yes,False
pinecone,home decor,Is a pinecone a home decor? Answer only in yes or no.,Yes,yes,True
pinecone,insect,Is a pinecone an insect? Answer only in yes or no.,No,no,True
ping-pong_table,sports equipment,Is a ping-pong table a sports equipment? Answer only in yes or no.,Yes,yes,True
ping-pong_table,fastener,Is a ping-pong table a fastener? Answer only in yes or no.,No,no,True
pinwheel,toy,Is a pinwheel a toy? Answer only in yes or no.,Yes,yes,True
pinwheel,vehicle,Is a pinwheel a vehicle? Answer only in yes or no.,No,yes,False
pinwheel,home decor,Is a pinwheel a home decor? Answer only in yes or no.,Yes,yes,True
pinwheel,medical equipment,Is a pinwheel a medical equipment? Answer only in yes or no.,No,yes,False
pistachio,food,Is a pistachio a food? Answer only in yes or no.,Yes,yes,True
pistachio,sea animal,Is a pistachio a sea animal? Answer only in yes or no.,No,no,True
pita,food,Is a pita a food? Answer only in yes or no.,Yes,yes,True
pita,kitchen appliance,Is a pita a kitchen appliance? Answer only in yes or no.,No,yes,False
pitcher,container,Is a pitcher a container? Answer only in yes or no.,Yes,yes,True
pitcher,arts and crafts supply,Is a pitcher an arts and crafts supply? Answer only in yes or no.,No,yes,False
pitchfork,tool,Is a pitchfork a tool? Answer only in yes or no.,Yes,yes,True
pitchfork,body part,Is a pitchfork a body part? Answer only in yes or no.,No,yes,False
pitchfork,garden tool,Is a pitchfork a garden tool? Answer only in yes or no.,Yes,yes,True
pitchfork,animal,Is a pitchfork an animal? Answer only in yes or no.,No,yes,False
pitchfork,weapon,Is a pitchfork a weapon? Answer only in yes or no.,Yes,yes,True
pitchfork,outerwear,Is a pitchfork an outerwear? Answer only in yes or no.,No,yes,False
pizza,food,Is a pizza a food? Answer only in yes or no.,Yes,yes,True
pizza,kitchen appliance,Is a pizza a kitchen appliance? Answer only in yes or no.,No,yes,False
place_mat,home decor,Is a place mat a home decor? Answer only in yes or no.,Yes,yes,True
place_mat,musical instrument,Is a place mat a musical instrument? Answer only in yes or no.,No,no,True
plant,plant,Is a plant a plant? Answer only in yes or no.,Yes,yes,True
plant,clothing accessory,Is a plant a clothing accessory? Answer only in yes or no.,No,yes,False
plaster_cast,medical equipment,Is a plaster cast a medical equipment? Answer only in yes or no.,Yes,yes,True
plaster_cast,jewelry,Is a plaster cast a jewelry? Answer only in yes or no.,No,no,True
platypus,mammal,Is a platypus a mammal? Answer only in yes or no.,Yes,yes,True
platypus,personal hygiene item,Is a platypus a personal hygiene item? Answer only in yes or no.,No,no,True
platypus,animal,Is a platypus an animal? Answer only in yes or no.,Yes,yes,True
platypus,seafood,Is a platypus a seafood? Answer only in yes or no.,No,no,True
playing_card,game,Is a playing card a game? Answer only in yes or no.,Yes,yes,True
playing_card,weapon,Is a playing card a weapon? Answer only in yes or no.,No,yes,False
pliers,tool,Is a pliers a tool? Answer only in yes or no.,Yes,yes,True
pliers,personal hygiene item,Is a pliers a personal hygiene item? Answer only in yes or no.,No,no,True
pliers,construction equipment,Is a pliers a construction equipment? Answer only in yes or no.,Yes,no,False
pliers,headwear,Is a pliers a headwear? Answer only in yes or no.,No,no,True
pliers,hardware,Is a pliers a hardware? Answer only in yes or no.,Yes,yes,True
pliers,women's clothing,Is a pliers a women's clothing? Answer only in yes or no.,No,no,True
plug,hardware,Is a plug a hardware? Answer only in yes or no.,Yes,yes,True
plug,fruit,Is a plug a fruit? Answer only in yes or no.,No,no,True
plum,food,Is a plum a food? Answer only in yes or no.,Yes,yes,True
plum,animal,Is a plum an animal? Answer only in yes or no.,No,no,True
plum,fruit,Is a plum a fruit? Answer only in yes or no.,Yes,yes,True
plum,mammal,Is a plum a mammal? Answer only in yes or no.,No,no,True
plunger,tool,Is a plunger a tool? Answer only in yes or no.,Yes,yes,True
plunger,headwear,Is a plunger a headwear? Answer only in yes or no.,No,no,True
plunger,hardware,Is a plunger a hardware? Answer only in yes or no.,Yes,yes,True
plunger,outerwear,Is a plunger an outerwear? Answer only in yes or no.,No,no,True
pocket_watch,jewelry,Is a pocket watch a jewelry? Answer only in yes or no.,Yes,yes,True
pocket_watch,farm animal,Is a pocket watch a farm animal? Answer only in yes or no.,No,no,True
pocketknife,tool,Is a pocketknife a tool? Answer only in yes or no.,Yes,yes,True
pocketknife,musical instrument,Is a pocketknife a musical instrument? Answer only in yes or no.,No,no,True
pocketknife,weapon,Is a pocketknife a weapon? Answer only in yes or no.,Yes,yes,True
pocketknife,breakfast food,Is a pocketknife a breakfast food? Answer only in yes or no.,No,no,True
pogo_stick,toy,Is a pogo stick a toy? Answer only in yes or no.,Yes,yes,True
pogo_stick,plant,Is a pogo stick a plant? Answer only in yes or no.,No,no,True
poinsettia,plant,Is a poinsettia a plant? Answer only in yes or no.,Yes,yes,True
poinsettia,lighting,Is a poinsettia a lighting? Answer only in yes or no.,No,no,True
poker,tool,Is a poker a tool? Answer only in yes or no.,Yes,yes,True
poker,body part,Is a poker a body part? Answer only in yes or no.,No,no,True
polar_bear,mammal,Is a polar bear a mammal? Answer only in yes or no.,Yes,yes,True
polar_bear,construction equipment,Is a polar bear a construction equipment? Answer only in yes or no.,No,no,True
polar_bear,animal,Is a polar bear an animal? Answer only in yes or no.,Yes,yes,True
polar_bear,medical equipment,Is a polar bear a medical equipment? Answer only in yes or no.,No,no,True
police_car,vehicle,Is a police car a vehicle? Answer only in yes or no.,Yes,yes,True
police_car,insect,Is a police car an insect? Answer only in yes or no.,No,no,True
polo_shirt,clothing,Is a polo shirt a clothing? Answer only in yes or no.,Yes,yes,True
polo_shirt,insect,Is a polo shirt an insect? Answer only in yes or no.,No,no,True
polygraph,electronic device,Is a polygraph an electronic device? Answer only in yes or no.,Yes,yes,True
polygraph,garden tool,Is a polygraph a garden tool? Answer only in yes or no.,No,no,True
polygraph,scientific equipment,Is a polygraph a scientific equipment? Answer only in yes or no.,Yes,yes,True
polygraph,home appliance,Is a polygraph a home appliance? Answer only in yes or no.,No,yes,False
pom-pom,arts and crafts supply,Is a pom-pom an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pom-pom,candy,Is a pom-pom a candy? Answer only in yes or no.,No,yes,False
pomegranate,food,Is a pomegranate a food? Answer only in yes or no.,Yes,yes,True
pomegranate,drink,Is a pomegranate a drink? Answer only in yes or no.,No,yes,False
pomegranate,fruit,Is a pomegranate a fruit? Answer only in yes or no.,Yes,yes,True
pomegranate,lighting,Is a pomegranate a lighting? Answer only in yes or no.,No,no,True
pony,mammal,Is a pony a mammal? Answer only in yes or no.,Yes,yes,True
pony,watercraft,Is a pony a watercraft? Answer only in yes or no.,No,yes,False
pony,animal,Is a pony an animal? Answer only in yes or no.,Yes,yes,True
pony,musical instrument,Is a pony a musical instrument? Answer only in yes or no.,No,yes,False
poodle,mammal,Is a poodle a mammal? Answer only in yes or no.,Yes,yes,True
poodle,kitchen appliance,Is a poodle a kitchen appliance? Answer only in yes or no.,No,no,True
poodle,animal,Is a poodle an animal? Answer only in yes or no.,Yes,yes,True
